label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
0	633 m^2	-0.1032	Computer Science	Data Science	34	N/A	66	0.5447	285	0.3733	1.1166	442
0	1095 m^2	0.2024	Computer Game Design	Computational Media, Electrical Engineering, Data Science, Bioinformatics	-159	rat	196	0.2642	459	0.5226	0.8253	1219
0	842 m^2	0.2013	Statistics	Natural Language Processing	514	rat	-39	0.2977	-446	0.5591	0.8175	889
2	81 m^2	0.7486	Biotechnology	Technology and Information Management, Games and Playable Media	938	bird	606	0.9055	534	0.0711	0.942	24
0	882 m^2	0.5095	Computer Game Design	Electrical Engineering, Natural Language Processing, Data Science	-56	guinea pig	120	0.3012	-121	0.7604	1.0608	1169
0	1090 m^2	0.2925	Natural Language Processing	Human Computer Interaction, Bioinformatics, Bioengineering, Computational Media, Electrical Engineering, Natural Language Processing	-89	guinea pig	-199	0.4159	413	0.4878	1.0907	954
2	321 m^2	0.4685	Computer Science	Technology and Information Management, Applied Mathematics	902	chicken	669	1.1563	236	-0.0774	0.6964	331
2	367 m^2	0.7331	Robotics Engineering	Technology and Information Management, Games and Playable Media, Robotics Engineering	848	hamster	421	0.664	253	0.481	0.6364	17
1	772 m^2	-0.0147	Technology and Information Management	Computer Engineering, Computer Science, Biotechnology	561	dog	212	0.4892	973	0.9936	0.1403	113
0	528 m^2	0.6411	NATURAL LANGUAGE PROCESSING	Bioinformatics, Natural Language Processing	86	ferret	410	0.2786	212	0.3747	1.1786	1008
1	329 m^2	0.1181	Human Computer Interaction	Computer Game Design, Computer Science	524	rabbit	460	0.5633	192	1.2569	-0.004	635
2	113 m^2	0.9224	Computer Science	Robotics Engineering, Games and Playable Media	1232	bird	1026	0.851	-105	0.508	0.5747	121
0	1268 m^2	0.0167	cOMPUTER gAME dESIGN	Electrical Engineering, Data Science, Natural Language Processing, Bioinformatics	32	fish	80	-0.06	195	1.024	0.7164	1054
0	1162 m^2	0.1428	Natural Language Processing	Electrical Engineering	-147	ferret	189	0.6522	373	0.9359	0.7055	980
1	743 m^2	0.2812	Technology and Information Management	Biotechnology, Computer Engineering	304	BIRD	305	0.2633	968	0.7881	0.0234	669
1	729 m^2	0.1391	Technology and Information Management	Computer Science, Statistics	467	dog	171	0.04	587	0.9228	0.0417	NULL
2	359 m^2	0.4303	Games and Playable Media	Games and Playable Media, Robotics Engineering	804	reptile	978	0.0618	122	0.091	0.7267	-804
2	-146 m^2	0.6247	Robotics Engineering	Applied Mathematics, Robotics Engineering, Games and Playable Media	1259	reptile	695	1.0087	198	-0.007	0.462	345
0	928 m^2	0.3967	statistics	Natural Language Processing, Bioinformatics, Human Computer Interaction, Computational Media, Data Science, Bioengineering	37	fish	785	0.6129	35	0.9034	0.8817	79
1	793 m^2	0.0232	Computer Engineering	Bioengineering, Human Computer Interaction, Bioinformatics, Computational Media	667	cat	954	0.253	994	0.5894	0.3563	289
0	960 m^2	0.2589	Statistics	Human Computer Interaction, Bioengineering, Computational Media, Electrical Engineering, Bioinformatics	414	ferret	373	0.0414	847	0.6167	1.2013	1037
0	620 m^2	0.7518	Computer Game Design	Human Computer Interaction, Bioinformatics, Bioengineering, Data Science, Computational Media	233	fish	-84	0.1835	415	0.8054	0.8754	173
1	401 m^2	0.0296	Computational Media	Computer Science	298	fish	710	0.2064	854	0.8659	0.0054	411
1	868 m^2	-0.4581	Computational Media	Statistics, Computer Game Design	656	chicken	51	-0.471	868	1.0536	-0.0625	290
1	614 m^2	0.2682	Human Computer Interaction	Biotechnology	733	pig	386	0.4139	1252	1.218	0.0326	667
2	-173 m^2	0.3827	Biotechnology	Technology and Information Management, Robotics Engineering	671	bird	704	0.2607	221	0.4377	0.5819	241
0	1024 m^2	0.0872	Statistics	Natural Language Processing, Bioengineering	204	ferret	275	0.3122	419	1.0191	1.176	1077
1	606 m^2	0.1831	Computer Engineering	Applied Mathematics	394	reptile	24	0.4419	1150	1.3113	-0.1367	-5
1	715 m^2	-0.3433	HUMAN COMPUTER INTERACTION	Statistics, Computer Engineering, Biotechnology, Computer Game Design	878	cat	-237	-0.2626	516	0.749	0.7518	786
1	696 m^2	0.626	Human Computer Interaction	Biotechnology, Statistics, Computer Game Design	639	cat	143	0.0488	1352	1.0946	0.1799	155
2	-331 m^2	0.9647	Technology and Information Management	rOBOTICS eNGINEERING, gAMES AND pLAYABLE mEDIA, aPPLIED mATHEMATICS	1077	reptile	686	1.0324	-402	0.1712	0.8557	564
0	1458 m^2	0.2693	Computer Game Design	Electrical Engineering, Natural Language Processing, Computational Media, Bioengineering	-216	Reptile	576	0.4972	632	0.8573	0.9369	961
0	1023 m^2	0.1989	Natural Language Processing	Bioengineering, Computational Media, Data Science, Electrical Engineering, Human Computer Interaction	489	ferret	456	1.1111	402	0.5797	0.7363	495
1	396 m^2	-0.2699	Computer Engineering	Computer Engineering, Computer Game Design, Biotechnology, Computer Science	335	cat	353	0.6217	539	1.3557	0.0075	458
1	892 m^2	0.0508	Bioinformatics	Biotechnology, Computer Engineering, Computer Game Design	977	rabbit	860	0.0342	1317	0.7144	0.2501	550
0	939 m^2	0.5168	Applied Mathematics	Electrical Engineering	209	ferret	58	0.1397	276	0.6285	1.0923	1056
2	41 m^2	0.3802	Robotics Engineering	Games and Playable Media, Robotics Engineering, Applied Mathematics	792	hamster	764	1.0464	-240	-0.0818	0.2727	591
1	282 m^2	0.3874	Human Computer Interaction	Computer Game Design, Computer Science	577	cat	358	0.2599	840	1.0324	0.2367	72
0	1203 m^2	0.1016	Computer Game Design	Data Science, Bioengineering, Computational Media, Human Computer Interaction, Electrical Engineering, Natural Language Processing	-293	rat	143	0.6565	108	0.8094	0.974	1019
0	1446 m^2	0.3373	Computer Game Design	Data Science, Human Computer Interaction, Computational Media	430	ferret	21	0.7381	440	0.8719	0.6381	1209
0	576 m^2	0.0385	Statistics	Electrical Engineering	-235	fish	528	0.1513	669	0.839	1.2909	299
0	914 m^2	0.6441	Computer Game Design	Computer Science	236	fish	351	0.5819	725	0.5861	1.2445	1106
0	794 m^2	0.9489	Applied Mathematics	Statistics, Biotechnology, Computer Engineering	-320	fish	359	0.514	-78	0.6259	1.2175	583
2	-101 m^2	0.8211	Computer Science	Robotics Engineering	928	bird	361	0.7162	n/a	-0.1287	0.7371	1042
0	900 m^2	0.3464	Natural Language Processing	Human Computer Interaction, Data Science, Electrical Engineering, Bioinformatics	-76	rat	430	0.1892	446	0.6485	0.991	380
2	336 m^2	0.7809	Computer Science	Games and Playable Media, Robotics Engineering	588	?	736	0.8453	356	0.0663	0.4763	284
1	356 m^2	0.1743	Human Computer Interaction	Biotechnology, Computer Science, Statistics	-101	chicken	543	-0.3292	970	0.937	0.2416	-93
2	447 m^2	0.4227	Applied Mathematics	Games and Playable Media, Technology and Information Management, Robotics Engineering	966	bird	705	0.6838	99	0.1467	0.8732	398
2	182 m^2	0.8407	Computer Science	Computer Engineering, Computer Science	771	bird	1016	1.048	7	0.1082	0.7362	143
2	57 m^2	0.5003	Robotics Engineering	Games and Playable Media, Robotics Engineering	817	hamster	903	0.8485	1020	0.1792	0.6949	310
2	150 m^2	0.163	Bioinformatics	Technology and Information Management	698	Bird	298	1.4787	458	-0.2983	0.9216	436
2	-13 m^2	0.2965	Games and Playable Media	Technology and Information Management	1069	reptile	765	0.9326	-62	0.2252	0.9946	246
0	695 m^2	0.6378	N/A	Electrical Engineering, Bioinformatics, Human Computer Interaction	339	fish	125	0.6754	861	0.7215	0.9491	197
1	494 m^2	0.4034	Technology and Information Management	Statistics, Computer Science	461	rabbit	650	-0.2019	658	0.6165	-0.0454	13
0	883 m^2	0.4152	Natural Language Processing	Natural Language Processing, Data Science	409	rat	462	0.4133	-67	1.041	1.0145	418
2	200 m^2	0.9285	Robotics Engineering	Games and Playable Media	763	hamster	918	0.6049	-12	0.0356	0.6126	-367
2	626 m^2	0.4248	Biotechnology	Robotics Engineering, Applied Mathematics	511	reptile	543	1.1912	262	0.2246	0.5344	183
0	1022 m^2	0.3826	Statistics	Computational Media, Natural Language Processing, Bioengineering, Human Computer Interaction	239	guinea pig	-33	0.2336	645	0.2541	1.0827	1007
2	195 m^2	0.5392	Biotechnology	Games and Playable Media, Applied Mathematics	841	hamster	871	0.4428	-27	0.2943	0.4021	-189
2	-198 m^2	0.4778	Games and Playable Media	Games and Playable Media, Technology and Information Management, Applied Mathematics	670	reptile	963	0.6766	-87	0.2826	0.8038	288
2	472 m^2	0.7756	Robotics Engineering	Games and Playable Media, Robotics Engineering	816	bird	737	0.8648	-223	-0.1841	0.6667	-415
2	4 m^2	0.2757	Biotechnology	Games and Playable Media, Technology and Information Management, Robotics Engineering	333	hamster	767	1.107	-297	-0.2477	0.2947	427
0	783 m^2	0.7137	Statistics	Human Computer Interaction, Bioengineering, Natural Language Processing, Computational Media, Electrical Engineering	85	N/A	235	0.3046	1182	0.9689	1.1121	1141
1	332 m^2	-0.1451	Bioinformatics	Computer Science, Biotechnology	569	chicken	444	0.1824	1098	1.0705	-0.0392	81
1	175 m^2	0.0312	Technology and Information Management	Biotechnology	569	cat	498	0.3203	976	1.0743	0.6066	486
2	560 m^2	0.8201	ROBOTICS ENGINEERING	Human Computer Interaction	889	hamster	933	1.2696	-330	0.4074	0.3607	129
1	867 m^2	0.3402	Computational Media	Computer Science, Computer Game Design, Computer Engineering	553	chicken	226	0.2664	781	1.3161	0.5629	266
1	991 m^2	0.0084	Computer Engineering	statistics, biotechnology, computer game design	585	chicken	474	-0.0516	1053	1.099	0.2662	-331
1	476 m^2	0.0802	Data Science	Biotechnology, Computer Science, Computer Engineering, Statistics	698	cat	619	0.3471	1142	1.2088	0.2053	229
1	NULL	0.1219	Technology and Information Management	Robotics Engineering	888	rabbit	523	0.356	NULL	0.9055	-0.2124	62
1	184 m^2	-0.1076	Bioengineering	Computer Science, Biotechnology	1053	dog	308	0.3562	1372	1.3916	0.2039	459
0	846 m^2	0.6889	Statistics	Bioinformatics, Human Computer Interaction, Electrical Engineering, Computational Media, Natural Language Processing	-176	rat	14	0.9444	573	0.8268	0.9525	686
1	864 m^2	0.5171	Computer Engineering	Computer Engineering, Computer Game Design	1241	dog	220	0.1541	633	1.2098	0.0169	361
0	784 m^2	1.1686	Statistics	Bioengineering, Data Science	-135	fish	290	0.3407	208	0.6986	0.6639	643
1	533 m^2	0.2562	Human Computer Interaction	Statistics, Computer Engineering	396	rabbit	300	0.1587	594	0.8867	-0.1248	921
2	452 m^2	0.9215	Robotics Engineering	Applied Mathematics, Games and Playable Media, Robotics Engineering	984	Reptile	927	1.0623	272	0.0145	0.5132	119
1	639 m^2	0.2399	Electrical Engineering	Robotics Engineering, Technology and Information Management, Applied Mathematics	268	pig	231	0.1067	1374	0.8687	0.262	331
1	332 m^2	0.1313	Computer Science	Computer Engineering	683	dog	320	-0.3891	954	0.7705	-0.2555	786
1	123 m^2	0.0191	Bioinformatics	Computer Game Design, Computer Engineering	712	pig	200	-0.0247	580	1.1677	0.0349	439
0	1011 m^2	0.3269	Applied Mathematics	Bioinformatics, Electrical Engineering, Bioengineering	-14	fish	503	0.1274	299	0.5635	1.1948	227
0	1247 m^2	0.5843	Natural Language Processing	Electrical Engineering, Bioinformatics, Human Computer Interaction	-94	rat	92	0.1209	459	0.4427	1.0946	980
0	1165 m^2	0.5948	Natural Language Processing	Bioengineering, Natural Language Processing, Human Computer Interaction, Electrical Engineering, Bioinformatics, Data Science	543	rat	132	0.2197	-41	0.2405	1.0045	722
2	-68 m^2	0.1797	Robotics Engineering	Applied Mathematics, Robotics Engineering, Games and Playable Media	679	reptile	776	1.0477	239	-0.3943	N/A	251
1	559 m^2	0.2632	Computer Engineering	Computer Game Design, Computer Science	335	rat	314	-0.6459	1573	1.4268	0.1688	612
2	63 m^2	0.7135	Robotics Engineering	Natural Language Processing, Computational Media, Human Computer Interaction	1323	hamster	729	0.6518	177	0.1821	0.6908	78
0	785 m^2	0.7626	Computer Game Design	Data Science, Bioinformatics, Human Computer Interaction, Bioengineering	125	guinea pig	296	0.7045	538	1.0747	0.9344	955
0	1548 m^2	0.1862	Applied Mathematics	Bioengineering, Bioinformatics, Human Computer Interaction	108	rat	287	0.5339	261	0.4018	0.8644	511
0	834 m^2	0.2335	None	Electrical Engineering, Bioinformatics, Bioengineering, Computational Media, Human Computer Interaction	201	guinea pig	-34	0.068	443	0.2522	0.5982	712
1	550 m^2	0.0527	Computer Engineering	Statistics	276	chicken	75	0.3263	1623	0.7975	0.307	238
2	-27 m^2	0.3975	Robotics Engineering	Data Science, Human Computer Interaction, Bioengineering, Computational Media, Electrical Engineering, Bioinformatics	917	HAMSTER	525	0.3641	230	0.1953	0.8959	599
1	489 m^2	-0.1963	Data Science	Computer Game Design, Statistics	519	cat	115	0.2025	1287	0.5041	-0.1365	262
1	637 m^2	-0.1969	Human Computer Interaction	Computer Engineering, Statistics	603	pig	102	-0.074	849	0.6922	-0.122	255
1	854 m^2	-0.1261	Bioengineering	Statistics, Computer Science, Biotechnology	560	pig	62	0.0638	None	1.2847	0.0589	-349
1	702 m^2	-0.2831	Computer Science	Computer Science, Computer Game Design	682	cat	636	0.1501	895	0.9112	0.4478	184
2	486 m^2	0.9063	Robotics Engineering	Robotics Engineering, Games and Playable Media	888	reptile	638	0.8178	5	0.1721	0.559	316
1	814 m^2	-0.2196	Computer Engineering	Biotechnology, Computer Science, Computer Game Design	592	cat	314	-0.1972	903	0.6788	0.0705	414
2	-158 m^2	0.3112	Robotics Engineering	Technology and Information Management, Applied Mathematics, Robotics Engineering	763	hamster	677	0.9385	-305	-0.1005	1.076	128
1	577 m^2	-0.0959	Computer Science	Biotechnology, Computer Game Design	469	pig	74	0.3758	1288	1.0573	-0.3042	310
0	1156 m^2	0.6018	Natural Language Processing	Human Computer Interaction, Bioengineering, Electrical Engineering, Natural Language Processing, Computational Media	-481	guinea pig	251	0.4969	-117	0.6067	1.2627	482
2	-33 m^2	0.6194	Games and Playable Media	Statistics, Biotechnology, Computer Science, Computer Engineering	1129	reptile	961	0.7634	38	-0.3037	0.7092	106
0	1410 m^2	0.5562	Natural Language Processing	Bioinformatics, Bioengineering, Natural Language Processing, Computational Media	285	ferret	14	0.0018	872	1.1369	0.8382	608
1	448 m^2	-0.3928	Data Science	Robotics Engineering	710	rabbit	461	0.0943	1577	0.9419	-0.1284	451
2	296 m^2	1.0657	Bioengineering	Games and Playable Media		reptile	838	0.684	-394	0.3119	1.0312	-150
0	1267 m^2	0.2638	Computer Game Design	Bioengineering, Electrical Engineering	170	ferret	626	0.1393	251	0.4674	0.9068	262
0	887 m^2	0.8664	Statistics	Bioinformatics	439	ferret	403	0.6845	372	1.1148	1.2167	962
0	939 m^2	0.3008	Natural Language Processing	Computational Media, Bioinformatics	295	ferret	562	0.307	380	0.5271	0.4934	1351
0	1511 m^2	0.447	Computer Game Design	Natural Language Processing, Human Computer Interaction, Computational Media, Electrical Engineering	None	guinea pig	125	0.5042	766	1.1835	0.8004	788
0	725 m^2	0.2715	Applied Mathematics	Bioengineering, Data Science	49	fish	448	-0.1899	707	0.4747	0.7898	-35
2	477 m^2	0.9224	Computer Science	Robotics Engineering, Technology and Information Management	1289	reptile	705	0.9698	-21	-0.3098	0.2974	305
2	-273 m^2	0.7887	Computer Science	Data Science, Natural Language Processing, Computational Media, Human Computer Interaction	775	reptile	745	1.1349	-58	0.3734	0.7432	-344
1	537 m^2	0.3111	Data Science	Statistics, Computer Science	618	pig	440	0.2481	585	1.293	0.0979	571
2	382 m^2	0.6223	Games and Playable Media	applied mathematics, robotics engineering, games and playable media	1126	hamster	343	0.9059	230	0.21	0.9411	-376
2	0 m^2	0.9863	Biotechnology	Applied Mathematics, Games and Playable Media, Technology and Information Management	383	hamster	912	0.8729	191	0.3937	0.5187	143
0	1019 m^2	0.2563	COMPUTER GAME DESIGN	Bioengineering, Bioinformatics, Human Computer Interaction, Natural Language Processing	310	fish	-23	0.6766	-95	0.8446	1.1973	1030
1	316 m^2	-0.0914	Applied Mathematics	Statistics, Computer Science	609	chicken	346	0.249	58	None	0.03	574
0	888 m^2	0.5482	Applied Mathematics	Natural Language Processing, Electrical Engineering, Bioengineering	-100	ferret	73	0.3886	540	0.6591	0.546	1246
0	1371 m^2	0.5008	Computer Science	Bioengineering, Electrical Engineering, Bioinformatics, Human Computer Interaction, Computational Media	-173	FISH	186	0.1268	463	0.0747	0.7687	546
2	23 m^2	0.211	Computer Science	Applied Mathematics, Robotics Engineering, Technology and Information Management	812	bird	527	0.3907	320	0.2226	0.8795	516
0	NULL	0.1573	Computer Game Design	Bioengineering, Electrical Engineering, Computational Media, Human Computer Interaction, Bioinformatics	72	fish	55	-0.1733	430	0.4174	0.6584	571
0	1293 m^2	0.4294	Computer Game Design	Electrical Engineering, Bioinformatics, Natural Language Processing, Data Science, Human Computer Interaction	96	guinea pig	166	0.4493	1040	0.5284	0.6927	888
1	416 m^2	0.5538	Bioengineering	Human Computer Interaction, Natural Language Processing	178	pig	101	0.2618	1296	1.2255	0.0296	252
0	1173 m^2	0.4866	Statistics	Natural Language Processing, Electrical Engineering, Data Science, Bioengineering	376	rat	303	0.533	189	0.5865	1.1687	779
1	476 m^2	0.1938	Data Science	Games and Playable Media	637	pig	360	0.3802	1203	1.2186	0.0237	584
0	1120 m^2	0.2438	Applied Mathematics	Computer Engineering, Computer Game Design, Biotechnology	146	ferret	288	0.2134	723	0.6614	0.7003	666
2	-76 m^2	0.7003	Games and Playable Media	Bioinformatics, Human Computer Interaction, Computational Media, Natural Language Processing, Bioengineering, Electrical Engineering	1109	hamster	634	1.0392	-173	NULL	0.5024	438
1	754 m^2	0.0742	Bioengineering	Computer Game Design, Computer Science	622	cat	105	0.2598	712	1.0324	-0.4621	571
2	792 m^2	0.4609	Biotechnology	Technology and Information Management, Games and Playable Media, Robotics Engineering	844	reptile	490	0.6172	516	0.2746	0.3887	248
2	411 m^2	0.5197	gAMES AND pLAYABLE mEDIA	Applied Mathematics, Technology and Information Management, Games and Playable Media	759	hamster	880	0.6527	-218	-0.3638	0.6686	452
0	956 m^2	0.5803	applied mathematics	Bioengineering, Electrical Engineering, Computational Media	173	fish	-77	0.4936	873	0.9012	1.2703	1251
1	618 m^2	-0.1736	Biotechnology	Computer Game Design, Biotechnology, Computer Science	772	dog	639	-0.1988	827	1.0983	-0.0328	362
1	813 m^2	-0.3493	Bioengineering	Statistics	115	HAMSTER	584	0.4877	525	0.6322	0.0903	732
1	889 m^2	None	Human Computer Interaction	Computer Game Design, Computer Engineering	370	dog	776	-0.2359	773	0.9707	0.2469	372
0	1299 m^2	0.1375	Human Computer Interaction	Data Science, Bioengineering, Human Computer Interaction, Bioinformatics, Electrical Engineering	-1	rat	118	0.1102	74	0.2423	0.587	948
0	972 m^2	0.4013	Statistics	Computational Media, Bioengineering, Data Science, Electrical Engineering, Bioinformatics, Natural Language Processing	-25	fish	691	0.1683	692	0.5078	1.0285	543
2	99 m^2	1.044	Computer Game Design	Technology and Information Management, Games and Playable Media, Applied Mathematics	570	bird	1125	0.6839	-173	0.1566	0.3562	-117
2	238 m^2	N/A	Computer Science	Games and Playable Media, Technology and Information Management, Robotics Engineering	662	bird	652	0.8068	-296	-0.1207	0.7532	-8
2	583 m^2	0.8873	Robotics Engineering	Statistics	626	reptile	568	0.9024	449	-0.0078	0.6158	318
1	268 m^2	0.0924	Bioengineering	Computational Media, Human Computer Interaction	674	dog	171	0.0229	1314	1.4708	0.3664	303
1	788 m^2	-0.498	Bioinformatics	Statistics, Computer Engineering, Biotechnology	463	rabbit	55	0.5694	1144	0.9552	0.3551	1013
1	201 m^2	-0.5421	Data Science	Computer Science, Statistics	125	cat	432	0.6467	1362	0.8467	-0.4032	198
0	810 m^2	0.6756	Computer Game Design	natural language processing	160	guinea pig	659	0.37	944	0.8134	0.7742	1106
0	1431 m^2	0.8236	Computer Science	Electrical Engineering	88	fish	30	0.2255	479	1.0498	0.5258	419
1	751 m^2	0.0421	Bioengineering	Computer Science, Biotechnology, Computer Engineering, Statistics	505	pig	425	0.2774	580	1.1023	-0.247	698
1	576 m^2	-0.0926	Electrical Engineering	Computer Engineering, Computer Science, Computer Game Design, Biotechnology	644	rabbit	952	0.405	621	1.0366	0.305	660
1	592 m^2	-0.2442	Technology and Information Management	Biotechnology, Computer Engineering, Statistics, Computer Science	458	chicken	446	-0.0086	837	0.7605	0.2508	253
2	-29 m^2	0.3396	rOBOTICS eNGINEERING	Bioinformatics, Bioengineering, Data Science, Natural Language Processing	957	bird	823	0.9778	-401	0.3214	0.3969	7
2	-51 m^2	0.9288	Games and Playable Media	gAMES AND pLAYABLE mEDIA, rOBOTICS eNGINEERING, aPPLIED mATHEMATICS	871	reptile	589	0.9632	421	0.2891	1.1739	300
1	660 m^2	0.0056	Bioengineering	Computer Game Design, Biotechnology, Computer Science, Statistics	123	dog	395	0.0537	1112	1.113	0.0546	492
2	267 m^2	0.813	Biotechnology	Games and Playable Media, Technology and Information Management	772	reptile	952	1.0031	65	0.2931	0.4384	-88
0	908 m^2	0.3207	Natural Language Processing	Natural Language Processing, Bioinformatics, Computational Media	228	fish	61	0.3594	177	0.4348	0.6472	1230
1	929 m^2	0.1272	Bioinformatics	Computer Science, Biotechnology, Statistics	387	cat	210	-0.1013	1448	0.9687	0.5391	612
0	884 m^2	0.6905	Robotics Engineering	Electrical Engineering, Natural Language Processing, Computational Media, Human Computer Interaction	27	rat	289	0.7021	-123	0.5158	0.7992	1023
0	762 m^2	0.3309	Applied Mathematics	Computational Media, Electrical Engineering, Data Science, Bioengineering, Human Computer Interaction, Bioinformatics	-84	fish	114	0.2021	751	0.8229	0.6115	1198
1	925 m^2	0.3397	Computer Engineering	Statistics	621	Pig	254	0.0282	738	1.0493	0.3358	766
0	1267 m^2	0.1531	Computer Engineering	Technology and Information Management	-137	fish	283	-0.0016	630	0.1691	0.8631	779
1	511 m^2	0.3556	Computer Engineering	Computer Science, Computer Game Design, Statistics, Biotechnology	697	dog	225	0.0872	1189	1.1251	-0.2813	752
1	450 m^2	-0.079	data science	Computer Game Design, Computer Science	293	cat	583	0.4237	1415	0.8147	-0.0452	599
0	822 m^2	1.011	Natural Language Processing	DATA SCIENCE, HUMAN COMPUTER INTERACTION	-257	guinea pig	245	0.3105	894	0.9524	0.6109	782
0	751 m^2	0.4949	Statistics	Computational Media, Natural Language Processing, Electrical Engineering, Data Science	25	guinea pig	268	0.4484	735	0.3463	0.5333	725
2	283 m^2	0.7815	BIOTECHNOLOGY	Robotics Engineering, Technology and Information Management	907	bird	498	0.6898	621	0.2795	0.6363	-223
1	370 m^2	0.2137	Electrical Engineering	Computer Game Design, Computer Engineering	148	pig	48	0.0425	189	0.2833	0.2081	-90
1	671 m^2	-0.2479	Data Science	Computer Engineering, Computer Science, Biotechnology, Computer Game Design	486	cat	348	-0.0559	1129	0.8359	0.0645	485
2	336 m^2	0.5935	Games and Playable Media	Robotics Engineering, Technology and Information Management	986	hamster	737	0.7361	253	0.1647	0.8406	275
2	206 m^2	0.6951	Computer Game Design	Technology and Information Management	855	bird	618	0.5976	27	0.2479	0.6964	179
1	941 m^2	-0.3522	Bioengineering	Computer Science	527	cat	545	0.3299	1349	0.9986	0.3984	332
2	444 m^2	0.7684	Robotics Engineering	Robotics Engineering, Technology and Information Management	881	bird	994	0.9493	84	0.1386	0.5952	-244
2	153 m^2	0.9375	Biotechnology	Games and Playable Media, Robotics Engineering, Technology and Information Management	762	hamster	N/A	1.5383	383	0.0586	0.1503	279
1	642 m^2	0.5198	Computational Media	Computer Game Design, Computer Engineering, Biotechnology	297	cat	514	0.1557	388	1.1355	0.2844	713
2	302 m^2	0.2973	Biotechnology	Games and Playable Media, Robotics Engineering, Applied Mathematics	907	reptile	898	1.0073	380	0.0384	0.8022	388
1	497 m^2	0.3035	Biotechnology	Computer Engineering, Computer Science, Biotechnology	596	dog	134	0.7644	1798	1.3802	0.2833	-615
2	293 m^2	0.8803	Biotechnology	Robotics Engineering	1308	reptile	583	0.6693	254	0.2301	0.7811	
2	666 m^2	0.9514	Statistics	Robotics Engineering, Games and Playable Media	705	bird	988	1.2087	-99	-0.0061	0.8404	176
2	188 m^2	0.5255	Bioinformatics	Technology and Information Management, Games and Playable Media	926	rabbit	815	0.9414	?	0.3214	0.4916	299
0	1165 m^2	0.2047	Natural Language Processing	Bioengineering, Natural Language Processing	-75	rat	456	0.6702	557	0.763	0.8765	1341
1	165 m^2	-0.1703	Computer Engineering	Games and Playable Media, Applied Mathematics, Robotics Engineering	492	dog	300	0.0241	1029	1.2216	0.478	401
2	383 m^2	0.7278	Games and Playable Media	Biotechnology, Computer Engineering, Statistics, Computer Science	883	hamster	1093	1.043	47	0.0385	0.906	203
0	1296 m^2	0.5408	Natural Language Processing	Human Computer Interaction, Electrical Engineering, Computational Media	302	rat	16	0.7512	707	0.1629	0.6987	759
1	563 m^2	0.2623	Technology and Information Management	Computer Game Design, Biotechnology	675	chicken	?	-0.0953	930	0.9553	-0.4074	361
2	99 m^2	0.8784	Human Computer Interaction	Games and Playable Media	459	hamster	798	0.8649	N/A	0.1234	0.5238	-258
2	474 m^2	0.5443	Games and Playable Media	Applied Mathematics	366	bird	769	0.5462	-11	0.0868	0.6767	340
2	-2 m^2	0.7775	Computer Science	Bioinformatics, Electrical Engineering, Bioengineering	508	hamster	612	0.7935	-184	0.1941	0.9169	99
2	-256 m^2	0.8727	Games and Playable Media	Games and Playable Media, Technology and Information Management, Applied Mathematics	714	hamster	651	0.8978	201	0.2677	0.386	422
0	1353 m^2	0.139	Natural Language Processing	Bioinformatics, Data Science, Electrical Engineering, Bioengineering, Natural Language Processing	145	fish	60	0.4178	825	0.7368	0.9006	472
0	959 m^2	0.8057	Electrical Engineering	Human Computer Interaction, Computational Media, Data Science	18	rat	-120	0.2943	816	0.5369	0.835	912
0	425 m^2	0.7366	Natural Language Processing	Bioengineering, Electrical Engineering, Natural Language Processing, Data Science	409	rat	273	0.8117	75	0.4976	0.9809	1165
0	1106 m^2	0.4221	Statistics	Bioinformatics, Electrical Engineering, Data Science	23	guinea pig	158	0.0806	-227	0.0654	0.4549	732
2	-460 m^2	0.957	Data Science	Applied Mathematics, Robotics Engineering, Games and Playable Media	488	reptile	687	0.8334	464	0.6355	0.487	321
2	-32 m^2	0.7107	Biotechnology	Data Science, Natural Language Processing, Bioengineering, Computational Media, Human Computer Interaction	878	REPTILE	692	0.6612	271	-0.2111	0.7209	-148
1	563 m^2	-0.0131	Computational Media	Computer Engineering, Biotechnology	291	pig	693	0.4166	605	0.7636	0.2417	224
1	576 m^2	0.5005	Computational Media	Technology and Information Management	474	chicken	345	0.2222	1110	0.3808	0.2758	546
2	230 m^2	1.026	Electrical Engineering	Technology and Information Management, Applied Mathematics, Games and Playable Media	527	reptile	996	0.6601	-266	-0.2899	0.4286	-334
2	-3 m^2	0.6404	Robotics Engineering	Applied Mathematics, Technology and Information Management, Games and Playable Media	737	hamster	889	0.6464	723	-0.2451	1.4457	-140
1	490 m^2	-0.0047	Electrical Engineering	Computer Game Design, Statistics	1070	dog	260	0.5972	1315	0.7937	None	195
2	232 m^2	0.3821	robotics engineering	Bioengineering, Electrical Engineering	910	hamster	421	0.7292	-287	0.5071	0.6779	355
0	470 m^2	0.732	Computer Game Design	Human Computer Interaction, Bioinformatics, Bioengineering, Data Science, Electrical Engineering	397	fish	203	0.2294	1187	None	0.6259	901
2	330 m^2	0.8228	Biotechnology	Technology and Information Management, Applied Mathematics	1025	reptile	19	1.3735	87	-0.0381	0.7582	-416
2	210 m^2	0.9354	Computer Science	Technology and Information Management, Applied Mathematics	1089	bird	653	0.8094	152	0.1328	0.8539	-143
